work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-00660,2026-01-29 15:00:00,2026-01-31 08:11:18.896480440,Plumbing,Medium,Office,Tech E,41.2,48,1,1.7,1950.61,0.0,2200.87,2026-01
WO-00661,2026-04-05 14:00:00,2026-04-05 21:03:14.663723610,General Maintenance,High,Production B,Tech E,7.1,24,1,3.0,363.52,36.41,857.07,2026-04
WO-00662,2026-01-31 01:00:00,2026-02-01 12:11:31.096541928,Plumbing,Medium,Utility Room,Tech E,35.2,48,1,1.1,1755.46,242.54,2163.08,2026-01
WO-00663,2026-05-10 08:00:00,2026-05-11 10:46:07.986023314,HVAC,Low,Production B,Tech C,26.8,72,1,0.9,975.61,127.03,1237.01,2026-05
WO-00664,2026-03-23 10:00:00,2026-03-26 03:12:41.075415775,HVAC,Medium,Office,Tech A,65.2,48,0,4.2,2337.06,406.1,3378.19,2026-03
WO-00665,2026-04-03 06:00:00,2026-04-04 08:00:05.153291603,Mechanical,Medium,Office,Tech C,26.0,48,1,1.0,1128.51,59.04,1337.5,2026-04
WO-00666,2026-01-25 22:00:00,2026-01-26 02:16:27.606798439,HVAC,High,Warehouse,Tech C,4.3,24,1,0.0,163.47,127.15,290.62,2026-01
WO-00667,2026-02-20 05:00:00,2026-02-20 21:47:40.063638672,Mechanical,High,Production A,Tech B,16.8,24,1,5.4,609.96,98.59,1521.81,2026-02
WO-00668,2026-03-18 23:00:00,2026-03-19 00:53:11.005743256,Plumbing,Medium,Utility Room,Tech A,1.9,48,1,0.1,75.29,86.33,175.29,2026-03
WO-00669,2026-01-08 18:00:00,2026-01-10 09:44:50.640701546,HVAC,Medium,Office,Tech B,39.7,48,1,1.6,2008.73,314.5,2565.98,2026-01
WO-00670,2026-03-28 12:00:00,2026-03-29 12:05:33.622094653,Controls,High,Office,Tech D,24.1,24,0,4.5,1033.59,145.88,1855.28,2026-03
WO-00671,2026-02-12 01:00:00,2026-02-13 05:30:16.455449926,Plumbing,Medium,Production B,Tech C,28.5,48,1,2.0,1126.66,168.27,1589.75,2026-02
WO-00672,2026-05-31 23:00:00,2026-06-01 00:39:26.905885348,Plumbing,Critical,Production A,Tech A,1.7,8,1,0.2,87.17,60.81,172.78,2026-05
WO-00673,2026-05-24 13:00:00,2026-05-25 01:52:33.501481957,HVAC,Low,Warehouse,Tech E,12.9,72,1,0.7,596.69,200.93,905.72,2026-05
WO-00674,2026-05-24 18:00:00,2026-05-27 00:15:50.183692896,HVAC,Medium,Production A,Tech A,54.3,48,0,3.0,2297.27,174.3,2916.22,2026-05
WO-00675,2026-03-17 16:00:00,2026-03-18 07:09:18.641588346,Mechanical,Low,Office,Tech E,15.2,72,1,1.5,698.93,232.86,1149.97,2026-03
WO-00676,2026-06-06 19:00:00,2026-06-08 07:52:47.910736594,General Maintenance,Low,Warehouse,Tech A,36.9,72,1,1.5,1463.58,156.54,1847.61,2026-06
WO-00677,2026-06-16 21:00:00,2026-06-17 16:11:44.018291905,Plumbing,Medium,Production B,Tech A,19.2,48,1,0.3,805.39,186.15,1031.16,2026-06
WO-00678,2026-01-20 12:00:00,2026-01-20 19:11:30.425362189,HVAC,Medium,Production B,Tech B,7.2,48,1,0.5,352.46,212.57,646.9,2026-01
WO-00679,2026-05-17 13:00:00,2026-05-18 07:38:25.310735302,Plumbing,Low,Warehouse,Tech D,18.6,72,1,2.3,907.76,156.96,1409.62,2026-05
WO-00680,2026-02-14 21:00:00,2026-02-15 13:03:21.021413328,HVAC,Medium,Production B,Tech A,16.1,48,1,1.6,830.06,135.48,1199.14,2026-02
WO-00681,2026-03-10 07:00:00,2026-03-10 20:50:20.935618229,Mechanical,Medium,Production A,Tech E,13.8,48,1,0.0,600.36,134.97,735.33,2026-03
WO-00682,2026-03-12 23:00:00,2026-03-13 22:32:31.838609585,Electrical,Low,Production A,Tech C,23.5,72,1,0.2,1017.93,252.14,1305.2,2026-03
WO-00683,2026-05-25 06:00:00,2026-05-28 07:37:13.665153085,Mechanical,Medium,Production A,Tech A,73.6,48,0,3.8,3044.48,0.0,3610.75,2026-05
WO-00684,2026-06-11 15:00:00,2026-06-13 07:10:43.817485361,Mechanical,Low,Production A,Tech E,40.2,72,1,2.2,1877.64,94.56,2296.93,2026-06
WO-00685,2026-04-02 16:00:00,2026-04-03 09:03:11.298904340,General Maintenance,High,Production A,Tech B,17.1,24,1,2.8,613.68,110.19,1144.93,2026-04
WO-00686,2026-03-29 06:00:00,2026-03-29 11:24:24.807730041,HVAC,Critical,Warehouse,Tech E,5.4,8,1,0.2,200.84,175.98,400.11,2026-03
WO-00687,2026-05-06 16:00:00,2026-05-07 22:16:51.433502855,Controls,Medium,Warehouse,Tech D,30.3,48,1,2.2,1202.6,108.4,1641.37,2026-05
WO-00688,2026-02-01 09:00:00,2026-02-02 06:33:50.451920800,Electrical,Low,Production B,Tech D,21.6,72,1,0.8,1016.15,137.88,1267.02,2026-02
WO-00689,2026-05-04 11:00:00,2026-05-04 14:04:39.255136510,Electrical,High,Office,Tech C,3.1,24,1,1.9,88.78,70.99,448.25,2026-05
WO-00690,2026-01-03 13:00:00,2026-01-03 15:45:00.756831471,Electrical,Critical,Production A,Tech A,2.8,8,1,0.0,154.17,316.21,470.38,2026-01
WO-00691,2026-03-12 20:00:00,2026-03-14 02:41:00.341911472,HVAC,Low,Production A,Tech B,30.7,72,1,1.0,1349.52,136.0,1640.45,2026-03
WO-00692,2026-01-01 14:00:00,2026-01-02 00:42:46.633093044,Electrical,High,Office,Tech B,10.7,24,1,2.7,346.73,44.67,795.27,2026-01
WO-00693,2026-06-10 22:00:00,2026-06-11 21:51:03.970731495,Electrical,Medium,Production B,Tech E,23.9,48,1,1.5,1067.54,210.7,1504.29,2026-06
WO-00694,2026-04-10 04:00:00,2026-04-10 15:11:37.067836823,Controls,High,Production A,Tech B,11.2,24,1,2.1,386.97,98.11,793.98,2026-04
WO-00695,2026-02-15 18:00:00,2026-02-16 07:22:33.410610747,Mechanical,Medium,Production A,Tech C,13.4,48,1,0.2,447.48,147.14,619.45,2026-02
WO-00696,2026-05-20 09:00:00,2026-05-21 01:16:06.708388823,Plumbing,Medium,Production B,Tech A,16.3,48,1,0.0,603.39,77.34,680.73,2026-05
WO-00697,2026-05-16 21:00:00,2026-05-17 12:30:38.666208404,Electrical,Low,Production B,Tech C,15.5,72,1,1.0,719.44,31.28,893.39,2026-05
WO-00698,2026-01-04 04:00:00,2026-01-07 10:58:11.611981505,Plumbing,Low,Production A,Tech D,79.0,72,0,4.3,3073.68,84.74,3797.12,2026-01
WO-00699,2026-05-20 13:00:00,2026-05-21 12:47:19.752641729,HVAC,Medium,Production A,Tech D,23.8,48,1,1.6,1162.12,164.05,1560.95,2026-05
WO-00700,2026-05-12 01:00:00,2026-05-12 10:39:04.269112278,Controls,High,Production A,Tech C,9.7,24,1,1.9,430.64,157.13,874.31,2026-05
WO-00701,2026-01-04 02:00:00,2026-01-04 04:30:58.746760146,Plumbing,Critical,Warehouse,Tech A,2.5,8,1,0.0,109.36,97.62,206.99,2026-01
WO-00702,2026-02-07 00:00:00,2026-02-07 11:45:59.378922671,HVAC,Medium,Production B,Tech C,11.8,48,1,0.6,538.5,219.2,854.56,2026-02
WO-00703,2026-04-20 13:00:00,2026-04-21 01:02:26.013535343,Mechanical,Medium,Production A,Tech C,12.0,48,1,1.0,593.89,91.86,833.72,2026-04
WO-00704,2026-05-13 19:00:00,2026-05-15 13:23:00.482093415,Controls,Medium,Production A,Tech A,42.4,48,1,2.3,1941.91,291.19,2577.7,2026-05
WO-00705,2026-02-18 14:00:00,2026-02-18 23:41:48.901799510,Controls,Low,Production B,Tech A,9.7,72,1,0.3,378.99,171.07,598.95,2026-02
WO-00706,2026-03-30 06:00:00,2026-04-01 05:04:19.464500874,Electrical,Low,Production A,Tech D,47.1,72,1,2.3,2150.23,0.0,2490.06,2026-03
WO-00707,2026-06-04 08:00:00,2026-06-05 04:12:52.214440497,Electrical,High,Production A,Tech B,20.2,24,1,3.7,865.18,99.11,1513.02,2026-06
WO-00708,2026-06-28 10:00:00,2026-06-30 01:38:18.879671474,Controls,Medium,Production B,Tech A,39.6,48,1,3.5,1781.48,84.46,2388.36,2026-06
WO-00709,2026-05-20 02:00:00,2026-05-20 23:42:25.070349877,Electrical,Medium,Production B,Tech B,21.7,48,1,0.2,882.68,327.57,1240.05,2026-05
WO-00710,2026-05-31 03:00:00,2026-05-31 03:52:10.662436307,Electrical,Critical,Production B,Tech E,0.9,8,1,0.6,37.74,59.46,190.27,2026-05
WO-00711,2026-03-08 20:00:00,2026-03-10 19:14:51.950253266,HVAC,Low,Utility Room,Tech C,47.2,72,1,2.9,1908.82,316.9,2660.74,2026-03
WO-00712,2026-02-28 10:00:00,2026-02-28 19:52:27.903464370,General Maintenance,Low,Production B,Tech E,9.9,72,1,0.6,389.83,22.92,496.0,2026-02
WO-00713,2026-05-25 02:00:00,2026-05-27 08:38:38.631376680,HVAC,Medium,Production B,Tech C,54.6,48,0,2.3,2982.01,235.91,3556.9,2026-05
WO-00714,2026-04-09 23:00:00,2026-04-10 09:25:47.443586433,Mechanical,Low,Production B,Tech C,10.4,72,1,1.5,562.52,179.85,964.59,2026-04
WO-00715,2026-04-16 11:00:00,2026-04-17 08:53:08.797297404,Mechanical,High,Production B,Tech C,21.9,24,1,5.3,691.81,153.04,1642.7,2026-04
WO-00716,2026-03-14 02:00:00,2026-03-15 18:44:08.129604039,Mechanical,Medium,Production B,Tech D,40.7,48,1,1.7,1460.61,122.03,1843.32,2026-03
WO-00717,2026-02-22 19:00:00,2026-02-23 12:42:15.762167555,HVAC,Medium,Warehouse,Tech E,17.7,48,1,1.6,793.69,242.14,1273.57,2026-02
WO-00718,2026-06-21 14:00:00,2026-06-21 23:21:31.467947824,HVAC,Medium,Production B,Tech D,9.4,48,1,1.0,348.32,233.94,726.66,2026-06
WO-00719,2026-02-28 12:00:00,2026-03-01 15:34:53.923427046,HVAC,Medium,Office,Tech C,27.6,48,1,0.5,1386.93,19.07,1480.31,2026-02
WO-00720,2026-05-09 02:00:00,2026-05-09 13:20:15.398034640,HVAC,Medium,Warehouse,Tech A,11.3,48,1,1.3,583.13,138.16,914.65,2026-05
WO-00721,2026-01-09 12:00:00,2026-01-10 23:14:51.171052547,HVAC,High,Production A,Tech B,35.2,24,0,7.9,1192.9,345.75,2729.64,2026-01
WO-00722,2026-05-11 16:00:00,2026-05-14 18:52:46.877607751,HVAC,Low,Office,Tech A,74.9,72,0,3.1,2750.21,72.21,3288.64,2026-05
WO-00723,2026-01-29 21:00:00,2026-01-30 11:56:27.940014805,HVAC,Critical,Production A,Tech C,14.9,8,0,1.1,485.79,245.83,898.18,2026-01
WO-00724,2026-01-24 07:00:00,2026-01-26 17:40:06.979261861,Controls,Low,Production B,Tech D,58.7,72,1,3.2,2125.66,149.37,2758.46,2026-01
WO-00725,2026-05-01 07:00:00,2026-05-01 13:37:35.847296010,Electrical,Critical,Production B,Tech C,6.6,8,1,1.3,306.87,13.96,518.82,2026-05
WO-00726,2026-03-19 13:00:00,2026-03-21 01:25:13.836325188,HVAC,Medium,Production A,Tech E,36.4,48,1,1.8,2075.64,108.96,2457.2,2026-03
WO-00727,2026-04-14 06:00:00,2026-04-15 09:16:13.882106437,Controls,Low,Production B,Tech D,27.3,72,1,1.0,1114.67,110.0,1369.8,2026-04
WO-00728,2026-01-29 05:00:00,2026-01-29 06:31:58.263649002,Electrical,High,Utility Room,Tech E,1.5,24,1,1.9,55.95,163.19,500.81,2026-01
WO-00729,2026-02-07 19:00:00,2026-02-07 21:12:06.760975180,HVAC,Low,Office,Tech D,2.2,72,1,0.4,92.82,74.58,221.76,2026-02
WO-00730,2026-06-16 01:00:00,2026-06-16 03:33:18.964389846,Electrical,Low,Production A,Tech B,2.6,72,1,0.0,107.78,82.59,190.37,2026-06
WO-00731,2026-03-03 08:00:00,2026-03-07 02:12:26.190376884,Controls,Medium,Utility Room,Tech E,90.2,48,0,3.8,4266.34,167.45,5008.44,2026-03
WO-00732,2026-04-10 06:00:00,2026-04-11 07:05:34.466245457,Electrical,Medium,Office,Tech A,25.1,48,1,1.7,687.2,145.39,1093.52,2026-04
WO-00733,2026-06-07 01:00:00,2026-06-07 03:08:33.309500606,Plumbing,Critical,Utility Room,Tech D,2.1,8,1,0.0,79.27,70.63,149.9,2026-06
WO-00734,2026-02-16 18:00:00,2026-02-18 21:29:14.268639943,Electrical,Medium,Warehouse,Tech E,51.5,48,0,2.7,2158.06,70.96,2634.94,2026-02
WO-00735,2026-03-13 11:00:00,2026-03-15 16:05:31.154383984,HVAC,Medium,Utility Room,Tech C,53.1,48,0,3.1,2140.54,171.93,2779.51,2026-03
WO-00736,2026-02-20 18:00:00,2026-02-21 11:10:21.181174932,Mechanical,Medium,Production B,Tech C,17.2,48,1,0.7,683.35,116.68,904.0,2026-02
WO-00737,2026-05-21 14:00:00,2026-05-22 08:53:12.677228293,General Maintenance,Medium,Office,Tech D,18.9,48,1,1.6,730.45,69.09,1035.21,2026-05
WO-00738,2026-02-24 19:00:00,2026-02-26 08:23:50.052737049,Plumbing,Medium,Production A,Tech B,37.4,48,1,0.8,1693.6,139.28,1949.26,2026-02
WO-00739,2026-05-02 11:00:00,2026-05-02 22:28:43.455396074,General Maintenance,Low,Office,Tech B,11.5,72,1,0.3,563.69,86.1,689.3,2026-05
WO-00740,2026-05-02 19:00:00,2026-05-02 22:55:04.117942618,Electrical,High,Production A,Tech D,3.9,24,1,1.8,155.76,240.86,671.09,2026-05
WO-00741,2026-01-18 07:00:00,2026-01-19 16:22:08.668817804,Electrical,Medium,Production B,Tech B,33.4,48,1,1.9,1656.74,59.39,2005.7,2026-01
WO-00742,2026-05-16 16:00:00,2026-05-17 04:41:07.300177036,HVAC,Low,Production A,Tech D,12.7,72,1,1.5,603.35,32.75,857.92,2026-05
WO-00743,2026-02-23 09:00:00,2026-02-24 07:33:49.251531853,Electrical,Medium,Utility Room,Tech D,22.6,48,1,0.5,749.5,17.39,835.71,2026-02
WO-00744,2026-02-15 03:00:00,2026-02-15 22:23:42.108646190,Electrical,Medium,Production B,Tech B,19.4,48,1,0.9,818.62,197.37,1149.37,2026-02
WO-00745,2026-04-17 08:00:00,2026-04-18 16:58:08.222502743,HVAC,Medium,Production A,Tech B,33.0,48,1,2.2,1328.8,355.26,2010.82,2026-04
WO-00746,2026-03-30 14:00:00,2026-04-02 19:48:06.160472560,HVAC,Low,Production B,Tech C,77.8,72,0,4.1,2384.98,19.42,3021.3,2026-03
WO-00747,2026-02-01 20:00:00,2026-02-03 11:32:34.213036391,Electrical,Low,Production A,Tech D,39.5,72,1,1.4,1485.04,337.63,2039.69,2026-02
WO-00748,2026-02-05 21:00:00,2026-02-06 17:30:28.862800536,Mechanical,Medium,Production A,Tech C,20.5,48,1,1.2,894.98,56.92,1136.57,2026-02
WO-00749,2026-01-16 03:00:00,2026-01-16 15:38:40.671234995,Electrical,High,Warehouse,Tech E,12.6,24,1,2.5,521.27,31.7,926.92,2026-01
WO-00750,2026-06-07 02:00:00,2026-06-09 01:41:41.528602920,General Maintenance,Low,Production B,Tech C,47.7,72,1,3.2,1580.62,99.2,2154.47,2026-06
WO-00751,2026-01-25 06:00:00,2026-01-26 04:08:44.710161763,Electrical,Medium,Production B,Tech E,22.1,48,1,0.6,1084.01,61.1,1234.55,2026-01
WO-00752,2026-04-19 17:00:00,2026-04-20 22:30:51.689179739,Mechanical,Low,Production B,Tech D,29.5,72,1,1.0,882.83,320.58,1351.07,2026-04
WO-00753,2026-01-17 19:00:00,2026-01-18 07:50:16.458480304,HVAC,Medium,Production A,Tech C,12.8,48,1,1.6,557.06,59.89,853.21,2026-01
WO-00754,2026-05-30 07:00:00,2026-05-31 03:32:34.988249705,HVAC,Low,Production A,Tech D,20.5,72,1,1.4,1052.77,329.67,1593.4,2026-05
WO-00755,2026-05-16 05:00:00,2026-05-17 09:05:17.272781782,Electrical,Low,Production B,Tech E,28.1,72,1,1.5,1107.18,141.59,1472.97,2026-05
WO-00756,2026-01-07 08:00:00,2026-01-07 19:17:18.015403835,Plumbing,Medium,Warehouse,Tech E,11.3,48,1,0.1,498.7,111.39,621.8,2026-01
WO-00757,2026-04-19 19:00:00,2026-04-22 06:37:22.045635076,Mechanical,Medium,Office,Tech B,59.6,48,0,2.9,2391.32,20.38,2841.88,2026-04
WO-00758,2026-06-19 05:00:00,2026-06-19 12:21:14.827065564,HVAC,High,Production B,Tech C,7.4,24,1,2.9,380.77,252.74,1069.46,2026-06
WO-00759,2026-03-17 06:00:00,2026-03-17 09:04:24.295536160,Electrical,High,Production A,Tech E,3.1,24,1,1.5,142.88,98.71,470.38,2026-03
WO-00760,2026-05-17 05:00:00,2026-05-18 14:53:16.570081699,General Maintenance,Medium,Warehouse,Tech C,33.9,48,1,1.9,1456.15,31.6,1777.35,2026-05
WO-00761,2026-06-28 04:00:00,2026-06-29 07:42:47.991460186,Plumbing,Low,Production B,Tech B,27.7,72,1,2.0,950.74,285.67,1531.95,2026-06
WO-00762,2026-05-12 21:00:00,2026-05-14 16:42:51.714298876,Mechanical,Low,Office,Tech A,43.7,72,1,2.2,2073.91,39.83,2451.05,2026-05
WO-00763,2026-05-20 13:00:00,2026-05-21 15:56:37.464459695,General Maintenance,Low,Utility Room,Tech D,26.9,72,1,0.3,1231.16,52.87,1323.25,2026-05
WO-00764,2026-04-01 14:00:00,2026-04-01 16:11:23.518061921,Mechanical,Critical,Production A,Tech D,2.2,8,1,1.2,82.92,88.82,345.73,2026-04
WO-00765,2026-03-27 13:00:00,2026-03-27 18:24:42.914411350,Controls,Critical,Production B,Tech B,5.4,8,1,2.5,221.47,76.4,668.96,2026-03
WO-00766,2026-06-27 09:00:00,2026-06-27 14:06:11.203309202,General Maintenance,High,Utility Room,Tech E,5.1,24,1,1.4,213.86,100.6,527.79,2026-06
WO-00767,2026-02-09 16:00:00,2026-02-11 17:17:46.504562837,HVAC,Low,Production B,Tech E,49.3,72,1,3.1,1420.2,33.61,1914.02,2026-02
WO-00768,2026-04-11 03:00:00,2026-04-11 07:30:07.793835305,Controls,High,Production B,Tech A,4.5,24,1,2.7,155.34,0.0,559.87,2026-04
WO-00769,2026-01-31 09:00:00,2026-01-31 17:01:05.383446843,Plumbing,High,Warehouse,Tech C,8.0,24,1,1.3,322.57,116.83,636.92,2026-01
WO-00770,2026-04-14 00:00:00,2026-04-15 15:53:37.607275387,Electrical,Low,Production A,Tech B,39.9,72,1,2.7,1823.58,286.7,2519.25,2026-04
WO-00771,2026-02-19 19:00:00,2026-02-19 21:35:29.118831335,Electrical,High,Production A,Tech D,2.6,24,1,1.8,102.39,137.92,507.99,2026-02
WO-00772,2026-01-20 21:00:00,2026-01-21 15:37:00.578592092,HVAC,Medium,Warehouse,Tech B,18.6,48,1,0.8,847.94,184.64,1152.11,2026-01
WO-00773,2026-05-20 00:00:00,2026-05-20 11:23:52.911628021,HVAC,Medium,Production A,Tech B,11.4,48,1,1.0,526.82,148.34,819.23,2026-05
WO-00774,2026-06-22 17:00:00,2026-06-23 12:42:29.366205037,HVAC,Low,Utility Room,Tech C,19.7,72,1,1.1,919.07,358.09,1444.39,2026-06
WO-00775,2026-02-25 22:00:00,2026-02-26 18:53:27.735425274,HVAC,Low,Production A,Tech A,20.9,72,1,1.4,796.35,186.97,1186.64,2026-02
WO-00776,2026-04-20 09:00:00,2026-04-21 02:17:32.751502505,HVAC,High,Production A,Tech C,17.3,24,1,1.6,766.1,226.92,1228.11,2026-04
WO-00777,2026-01-26 17:00:00,2026-01-27 04:57:32.597866824,General Maintenance,Medium,Production B,Tech E,12.0,48,1,0.8,450.98,75.93,640.85,2026-01
WO-00778,2026-04-05 23:00:00,2026-04-07 07:19:40.149826341,HVAC,Low,Utility Room,Tech C,32.3,72,1,1.5,1351.28,165.52,1741.67,2026-04
WO-00779,2026-03-12 23:00:00,2026-03-13 02:12:10.980522779,Mechanical,Critical,Production B,Tech D,3.2,8,1,0.4,124.97,226.47,411.63,2026-03
WO-00780,2026-01-20 10:00:00,2026-01-20 17:40:07.898825390,HVAC,High,Utility Room,Tech B,7.7,24,1,1.1,342.63,70.6,584.61,2026-01
WO-00781,2026-06-03 23:00:00,2026-06-04 23:09:27.024848127,HVAC,Medium,Office,Tech A,24.2,48,1,1.0,1132.37,145.25,1427.32,2026-06
WO-00782,2026-03-06 02:00:00,2026-03-06 07:38:36.953165435,Electrical,High,Production B,Tech D,5.6,24,1,0.0,219.21,0.0,225.31,2026-03
WO-00783,2026-04-28 14:00:00,2026-04-29 15:52:20.299322069,Controls,Medium,Warehouse,Tech A,25.9,48,1,0.6,961.19,150.76,1195.66,2026-04
WO-00784,2026-06-10 11:00:00,2026-06-11 10:10:20.227802363,Plumbing,Medium,Production B,Tech A,23.2,48,1,1.4,924.4,191.26,1328.87,2026-06
WO-00785,2026-03-31 13:00:00,2026-04-02 02:02:27.542682834,Plumbing,Low,Warehouse,Tech A,37.0,72,1,2.8,1406.49,243.72,2071.93,2026-03
WO-00786,2026-01-17 12:00:00,2026-01-18 22:20:38.739946314,Electrical,Low,Production A,Tech B,34.3,72,1,1.6,1891.27,84.61,2222.22,2026-01
WO-00787,2026-01-22 17:00:00,2026-01-23 04:59:26.695289017,Electrical,Medium,Utility Room,Tech A,12.0,48,1,0.7,487.84,242.06,838.39,2026-01
WO-00788,2026-01-09 04:00:00,2026-01-10 15:39:27.300313192,HVAC,Medium,Production A,Tech B,35.7,48,1,1.9,1692.64,344.27,2319.06,2026-01
WO-00789,2026-04-04 14:00:00,2026-04-06 21:28:33.535005522,HVAC,Medium,Production A,Tech C,55.5,48,0,2.4,2854.66,225.87,3443.57,2026-04
WO-00790,2026-06-18 12:00:00,2026-06-19 12:38:26.958572812,HVAC,High,Production B,Tech D,24.6,24,0,5.6,994.29,495.89,2333.64,2026-06
WO-00791,2026-06-27 00:00:00,2026-06-27 22:13:38.380960581,HVAC,Low,Utility Room,Tech A,22.2,72,1,2.1,1078.17,224.16,1609.88,2026-06
WO-00792,2026-01-06 23:00:00,2026-01-09 17:11:51.003574305,Controls,Medium,Production A,Tech B,66.2,48,0,3.2,3002.97,126.29,3604.16,2026-01
WO-00793,2026-04-27 00:00:00,2026-04-28 02:03:31.209142458,Controls,Low,Utility Room,Tech E,26.1,72,1,1.0,1246.1,189.14,1590.08,2026-04
WO-00794,2026-06-25 02:00:00,2026-06-26 17:39:10.870454266,HVAC,Low,Office,Tech B,39.7,72,1,1.3,1647.14,225.54,2068.47,2026-06
WO-00795,2026-03-05 18:00:00,2026-03-06 18:34:14.295403458,Plumbing,Low,Warehouse,Tech A,24.6,72,1,1.1,1106.04,82.42,1350.32,2026-03
WO-00796,2026-02-22 06:00:00,2026-02-22 19:19:11.258062640,Electrical,Medium,Production B,Tech E,13.3,48,1,1.5,526.31,38.11,793.83,2026-02
WO-00797,2026-01-12 02:00:00,2026-01-12 02:52:50.011185684,HVAC,Medium,Production A,Tech A,0.9,48,1,0.2,34.36,163.65,234.1,2026-01
WO-00798,2026-01-29 16:00:00,2026-01-30 09:36:19.718703660,Mechanical,Medium,Warehouse,Tech C,17.6,48,1,0.7,806.54,186.19,1101.71,2026-01
WO-00799,2026-04-19 04:00:00,2026-04-20 05:10:05.099685404,HVAC,Low,Production A,Tech C,25.2,72,1,1.8,1267.87,264.06,1800.52,2026-04
WO-00800,2026-04-27 18:00:00,2026-04-27 20:36:18.747115030,Electrical,Critical,Office,Tech D,2.6,8,1,0.0,121.01,58.08,179.09,2026-04
WO-00801,2026-03-09 14:00:00,2026-03-10 03:40:40.102492910,General Maintenance,High,Production B,Tech A,13.7,24,1,4.5,462.85,15.67,1152.62,2026-03
WO-00802,2026-02-13 18:00:00,2026-02-14 20:30:56.509471585,Plumbing,Medium,Production A,Tech D,26.5,48,1,1.4,1408.52,16.7,1628.46,2026-02
WO-00803,2026-01-14 09:00:00,2026-01-15 12:00:24.769925286,HVAC,High,Warehouse,Tech D,27.0,24,0,6.7,1083.63,294.72,2379.34,2026-01
WO-00804,2026-06-18 12:00:00,2026-06-19 22:28:37.966636135,HVAC,Medium,Office,Tech D,34.5,48,1,1.5,989.98,201.28,1411.68,2026-06
WO-00805,2026-03-04 02:00:00,2026-03-04 15:02:09.312759463,Electrical,Medium,Warehouse,Tech C,13.0,48,1,0.6,497.98,113.23,698.95,2026-03
WO-00806,2026-06-24 04:00:00,2026-06-24 12:58:29.358161208,HVAC,Critical,Office,Tech E,9.0,8,0,3.4,371.42,181.52,1059.8,2026-06
WO-00807,2026-01-30 04:00:00,2026-01-30 20:52:22.403949117,Mechanical,Medium,Office,Tech A,16.9,48,1,0.7,690.19,83.11,874.53,2026-01
WO-00808,2026-04-25 20:00:00,2026-04-26 16:03:39.737764471,Plumbing,Medium,Office,Tech D,20.1,48,1,0.6,877.87,136.33,1106.73,2026-04
WO-00809,2026-05-31 16:00:00,2026-06-02 17:34:33.777039582,HVAC,Low,Utility Room,Tech D,49.6,72,1,2.1,2346.25,238.43,2904.63,2026-05
WO-00810,2026-03-15 12:00:00,2026-03-16 01:24:12.408904306,Mechanical,High,Warehouse,Tech A,13.4,24,1,1.5,498.76,126.16,852.34,2026-03
WO-00811,2026-05-09 17:00:00,2026-05-11 10:52:44.728257114,HVAC,Low,Production A,Tech A,41.9,72,1,2.2,1822.7,235.43,2388.48,2026-05
WO-00812,2026-04-16 19:00:00,2026-04-18 09:02:41.038132592,Electrical,Medium,Utility Room,Tech B,38.0,48,1,1.7,1489.45,275.86,2021.71,2026-04
WO-00813,2026-05-05 02:00:00,2026-05-06 18:55:49.565267901,Controls,Low,Production B,Tech C,40.9,72,1,1.9,1859.03,119.07,2270.42,2026-05
WO-00814,2026-04-19 14:00:00,2026-04-21 06:57:29.168940760,General Maintenance,Medium,Production A,Tech D,41.0,48,1,1.9,1632.03,14.13,1931.62,2026-04
WO-00815,2026-02-05 10:00:00,2026-02-07 09:28:20.629109388,Electrical,Low,Office,Tech C,47.5,72,1,1.6,1685.47,242.91,2171.72,2026-02
WO-00816,2026-04-13 15:00:00,2026-04-13 19:01:58.542161702,Controls,High,Production A,Tech B,4.0,24,1,2.1,161.36,93.41,565.85,2026-04
WO-00817,2026-05-05 17:00:00,2026-05-06 19:42:09.824880524,HVAC,Low,Warehouse,Tech A,26.7,72,1,1.4,964.39,0.0,1169.45,2026-05
WO-00818,2026-03-09 14:00:00,2026-03-10 03:45:25.582979054,Electrical,Medium,Warehouse,Tech B,13.8,48,1,1.2,648.24,0.0,822.46,2026-03
WO-00819,2026-05-22 05:00:00,2026-05-22 15:06:12.280874798,Electrical,High,Production A,Tech E,10.1,24,1,0.9,462.12,125.32,719.86,2026-05
WO-00820,2026-04-24 06:00:00,2026-04-24 22:06:57.709579984,Controls,High,Office,Tech D,16.1,24,1,1.8,736.03,159.31,1167.04,2026-04
WO-00821,2026-05-11 04:00:00,2026-05-12 16:26:32.013030635,Electrical,Low,Utility Room,Tech D,36.4,72,1,1.5,1322.48,262.94,1810.8,2026-05
WO-00822,2026-06-17 14:00:00,2026-06-18 04:01:25.355337090,HVAC,Low,Production B,Tech C,14.0,72,1,0.3,602.55,194.66,845.81,2026-06
WO-00823,2026-01-15 22:00:00,2026-01-16 13:23:55.084255032,Controls,Medium,Production A,Tech E,15.4,48,1,0.6,573.29,273.53,941.66,2026-01
WO-00824,2026-06-07 00:00:00,2026-06-08 05:13:36.741086367,HVAC,Medium,Production B,Tech B,29.2,48,1,1.4,1066.92,45.9,1315.89,2026-06
